"cell_id","scenario_id","scenario_order","scenario_label","short_label","purpose","in_main_text","n","h","is_null","reps","alpha","atom","seed","effect_text","pi0","pi1","expected_combined_delta","empirical_combined_delta","empirical_combined_delta_sd","method","reject_rate","mcse","fail_rate","median_runtime_sec","successful_reps","method_label"
119,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,450,3,FALSE,10000,0.05,0,20260534,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 2.308$",0.5,0.65,0,-0.00119624109256218,0.101766249316759,"t_test",0.052,0.00222027025382047,0,0.000999999999997669,10000,"T-test"
119,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,450,3,FALSE,10000,0.05,0,20260534,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 2.308$",0.5,0.65,0,-0.00119624109256218,0.101766249316759,"lrt",1,0,0,0.00700000000006185,10000,"Parametric LRT"
119,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,450,3,FALSE,10000,0.05,0,20260534,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 2.308$",0.5,0.65,0,-0.00119624109256218,0.101766249316759,"splrt",1,0,0,0.227999999999838,10000,"Semi-parametric LRT"
120,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,500,3,FALSE,10000,0.05,0,20260535,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 2.308$",0.5,0.65,0,0.00223645570739178,0.0959401233255133,"wilcoxon",0.1032,0.00304219920452294,0,0.00300000000004275,10000,"Wilcoxon"
120,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,500,3,FALSE,10000,0.05,0,20260535,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 2.308$",0.5,0.65,0,0.00223645570739178,0.0959401233255133,"t_test",0.051,0.00219997727260988,0,0.00100000000000477,10000,"T-test"
120,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,500,3,FALSE,10000,0.05,0,20260535,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 2.308$",0.5,0.65,0,0.00223645570739178,0.0959401233255133,"lrt",1,0,0,0.00799999999992451,10000,"Parametric LRT"
120,"S3",3,"S3: Antagonistic cancellation","S3 Antagonistic cancellation","Signature case where survival and survivor means move in opposite directions while the combined-outcome mean stays constant.",TRUE,500,3,FALSE,10000,0.05,0,20260535,"$\\pi_1 = 0.65$, $E[Y \\mid A = 1, R = 1] = 2.308$",0.5,0.65,0,0.00223645570739178,0.0959401233255133,"splrt",1,0,0,0.232999999999947,10000,"Semi-parametric LRT"
121,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,50,0,TRUE,10000,0.05,0,20260536,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00667827808720088,0.335260245589149,"wilcoxon",0.0537,0.00225424732449658,0,0.000999999999976353,10000,"Wilcoxon"
121,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,50,0,TRUE,10000,0.05,0,20260536,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00667827808720088,0.335260245589149,"t_test",0.0519,0.00221825133832936,0,0.000999999999976353,10000,"T-test"
121,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,50,0,TRUE,10000,0.05,0,20260536,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00667827808720088,0.335260245589149,"lrt",0.0594,0.00236371825732256,0,0.00499999999999545,10000,"Parametric LRT"
121,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,50,0,TRUE,10000,0.05,0,20260536,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00667827808720088,0.335260245589149,"splrt",0.0618,0.00240791943386817,0,0.160000000000025,10000,"Semi-parametric LRT"
122,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,100,0,TRUE,10000,0.05,0,20260537,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00248445245341863,0.232650026468499,"wilcoxon",0.0488,0.00215449669296567,0,0.000999999999990564,10000,"Wilcoxon"
122,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,100,0,TRUE,10000,0.05,0,20260537,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00248445245341863,0.232650026468499,"t_test",0.0496,0.00217117111255654,0,0.000999999999976353,10000,"T-test"
122,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,100,0,TRUE,10000,0.05,0,20260537,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00248445245341863,0.232650026468499,"lrt",0.0506,0.00219179469841498,0,0.00499999999999545,10000,"Parametric LRT"
122,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,100,0,TRUE,10000,0.05,0,20260537,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00248445245341863,0.232650026468499,"splrt",0.0511,0.0022020170299069,0,0.168999999999869,10000,"Semi-parametric LRT"
123,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,150,0,TRUE,10000,0.05,0,20260538,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-0.0042843569448144,0.190822289528934,"wilcoxon",0.0486,0.00215030323442997,0,0.00199999999995271,10000,"Wilcoxon"
123,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,150,0,TRUE,10000,0.05,0,20260538,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-0.0042843569448144,0.190822289528934,"t_test",0.049,0.0021586801523153,0,0.000999999999976353,10000,"T-test"
123,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,150,0,TRUE,10000,0.05,0,20260538,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-0.0042843569448144,0.190822289528934,"lrt",0.0499,0.00217738352156895,0,0.00500000000010914,10000,"Parametric LRT"
123,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,150,0,TRUE,10000,0.05,0,20260538,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-0.0042843569448144,0.190822289528934,"splrt",0.0502,0.00218357413430366,0,0.175999999999931,10000,"Semi-parametric LRT"
124,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,200,0,TRUE,10000,0.05,0,20260539,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-0.000947436692459122,0.166137494449287,"wilcoxon",0.0516,0.00221218082443547,0,0.00199999999995271,10000,"Wilcoxon"
124,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,200,0,TRUE,10000,0.05,0,20260539,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-0.000947436692459122,0.166137494449287,"t_test",0.0512,0.00220405444578849,0,0.000999999999976353,10000,"T-test"
124,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,200,0,TRUE,10000,0.05,0,20260539,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-0.000947436692459122,0.166137494449287,"lrt",0.049,0.0021586801523153,0,0.00599999999997181,10000,"Parametric LRT"
124,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,200,0,TRUE,10000,0.05,0,20260539,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-0.000947436692459122,0.166137494449287,"splrt",0.049,0.0021586801523153,0,0.182000000000016,10000,"Semi-parametric LRT"
125,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,250,0,TRUE,10000,0.05,0,20260540,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00288493745860297,0.149651372135359,"wilcoxon",0.0522,0.00222430123859157,0,0.00199999999995271,10000,"Wilcoxon"
125,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,250,0,TRUE,10000,0.05,0,20260540,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00288493745860297,0.149651372135359,"t_test",0.0527,0.00223433905215838,0,0.000999999999976353,10000,"T-test"
125,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,250,0,TRUE,10000,0.05,0,20260540,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00288493745860297,0.149651372135359,"lrt",0.0485,0.00214820273717357,0,0.00600000000000023,10000,"Parametric LRT"
125,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,250,0,TRUE,10000,0.05,0,20260540,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00288493745860297,0.149651372135359,"splrt",0.0487,0.00215240121724552,0,0.192000000000007,10000,"Semi-parametric LRT"
126,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,300,0,TRUE,10000,0.05,0,20260541,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00066921805922685,0.134963852295947,"wilcoxon",0.0495,0.00216909543358516,0,0.00200000000000244,10000,"Wilcoxon"
126,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,300,0,TRUE,10000,0.05,0,20260541,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00066921805922685,0.134963852295947,"t_test",0.0486,0.00215030323442997,0,0.000999999999976353,10000,"T-test"
126,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,300,0,TRUE,10000,0.05,0,20260541,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00066921805922685,0.134963852295947,"lrt",0.0513,0.00220608952674183,0,0.00600000000008549,10000,"Parametric LRT"
126,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,300,0,TRUE,10000,0.05,0,20260541,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00066921805922685,0.134963852295947,"splrt",0.0515,0.00221015270965605,0,0.199000000000069,10000,"Semi-parametric LRT"
127,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,350,0,TRUE,10000,0.05,0,20260542,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00128983861798435,0.124794252398623,"wilcoxon",0.0473,0.00212279791784334,0,0.00300000000015643,10000,"Wilcoxon"
127,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,350,0,TRUE,10000,0.05,0,20260542,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00128983861798435,0.124794252398623,"t_test",0.0478,0.00213342822705616,0,0.00199999999995271,10000,"T-test"
127,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,350,0,TRUE,10000,0.05,0,20260542,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00128983861798435,0.124794252398623,"lrt",0.0506,0.00219179469841498,0,0.00900000000001455,10000,"Parametric LRT"
127,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,350,0,TRUE,10000,0.05,0,20260542,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.00128983861798435,0.124794252398623,"splrt",0.0508,0.00219589070766284,0,0.27800000000002,10000,"Semi-parametric LRT"
128,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,400,0,TRUE,10000,0.05,0,20260543,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-7.67506162336687e-06,0.117077038641611,"wilcoxon",0.0479,0.00213554653426237,0,0.00299999999992906,10000,"Wilcoxon"
128,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,400,0,TRUE,10000,0.05,0,20260543,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-7.67506162336687e-06,0.117077038641611,"t_test",0.0472,0.00212066404694379,0,0.000999999999976353,10000,"T-test"
128,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,400,0,TRUE,10000,0.05,0,20260543,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-7.67506162336687e-06,0.117077038641611,"lrt",0.0467,0.00210995521279481,0,0.00700000000000145,10000,"Parametric LRT"
128,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,400,0,TRUE,10000,0.05,0,20260543,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-7.67506162336687e-06,0.117077038641611,"splrt",0.0468,0.00211210227025114,0,0.215000000000146,10000,"Semi-parametric LRT"
129,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,450,0,TRUE,10000,0.05,0,20260544,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.000492723278179148,0.111472970737785,"wilcoxon",0.0494,0.0021670173049609,0,0.0029999999999859,10000,"Wilcoxon"
129,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,450,0,TRUE,10000,0.05,0,20260544,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.000492723278179148,0.111472970737785,"t_test",0.0495,0.00216909543358516,0,0.000999999999976353,10000,"T-test"
129,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,450,0,TRUE,10000,0.05,0,20260544,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.000492723278179148,0.111472970737785,"lrt",0.0506,0.00219179469841498,0,0.00700000000006185,10000,"Parametric LRT"
129,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,450,0,TRUE,10000,0.05,0,20260544,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,0.000492723278179148,0.111472970737785,"splrt",0.0506,0.00219179469841498,0,0.220000000000027,10000,"Semi-parametric LRT"
130,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,500,0,TRUE,10000,0.05,0,20260545,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-0.00174056310008602,0.104460181300149,"wilcoxon",0.0471,0.00211852755469453,0,0.00300000000004275,10000,"Wilcoxon"
130,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,500,0,TRUE,10000,0.05,0,20260545,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-0.00174056310008602,0.104460181300149,"t_test",0.0485,0.00214820273717357,0,0.00100000000000477,10000,"T-test"
130,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,500,0,TRUE,10000,0.05,0,20260545,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-0.00174056310008602,0.104460181300149,"lrt",0.0498,0.00217531514958178,0,0.00700000000006185,10000,"Parametric LRT"
130,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,500,0,TRUE,10000,0.05,0,20260545,"$\\pi_1 = 0.50$, $E[Y \\mid A = 1, R = 1] = 3.00$",0.5,0.5,0,-0.00174056310008602,0.104460181300149,"splrt",0.0501,0.00218151300706643,0,0.222999999999956,10000,"Semi-parametric LRT"
131,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,50,1,FALSE,10000,0.05,0,20260546,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.233350232283973,0.337868754540276,"wilcoxon",0.1004,0.00300532593906218,0,0.000999999999976353,10000,"Wilcoxon"
131,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,50,1,FALSE,10000,0.05,0,20260546,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.233350232283973,0.337868754540276,"t_test",0.1043,0.00305649325207827,0,0.000999999999976353,10000,"T-test"
131,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,50,1,FALSE,10000,0.05,0,20260546,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.233350232283973,0.337868754540276,"lrt",0.0994,0.00299198328872338,0,0.00499999999999545,10000,"Parametric LRT"
131,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,50,1,FALSE,10000,0.05,0,20260546,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.233350232283973,0.337868754540276,"splrt",0.1007,0.00300931071842042,0,0.159000000000106,10000,"Semi-parametric LRT"
132,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,100,1,FALSE,10000,0.05,0,20260547,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.234907414872173,0.243802582526397,"wilcoxon",0.1677,0.00373599665417409,0,0.00100000000000122,10000,"Wilcoxon"
132,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,100,1,FALSE,10000,0.05,0,20260547,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.234907414872173,0.243802582526397,"t_test",0.1712,0.00376683633836141,0,0.000999999999976353,10000,"T-test"
132,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,100,1,FALSE,10000,0.05,0,20260547,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.234907414872173,0.243802582526397,"lrt",0.1471,0.00354205575901905,0,0.00499999999999545,10000,"Parametric LRT"
132,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,100,1,FALSE,10000,0.05,0,20260547,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.234907414872173,0.243802582526397,"splrt",0.1481,0.00355199085021344,0,0.169999999999845,10000,"Semi-parametric LRT"
133,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,150,1,FALSE,10000,0.05,0,20260548,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.228716445865664,0.196731609185752,"wilcoxon",0.2112,0.00408159968639748,0,0.00200000000018008,10000,"Wilcoxon"
133,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,150,1,FALSE,10000,0.05,0,20260548,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.228716445865664,0.196731609185752,"t_test",0.2179,0.00412819076594094,0,0.00100000000020373,10000,"T-test"
133,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,150,1,FALSE,10000,0.05,0,20260548,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.228716445865664,0.196731609185752,"lrt",0.1935,0.0039504145352102,0,0.0080000000000382,10000,"Parametric LRT"
133,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,150,1,FALSE,10000,0.05,0,20260548,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.228716445865664,0.196731609185752,"splrt",0.1941,0.00395506245209858,0,0.248000000000047,10000,"Semi-parametric LRT"
134,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,200,1,FALSE,10000,0.05,0,20260549,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.233530509528163,0.168744568407533,"wilcoxon",0.266,0.00441864232542078,0,0.00200000000018008,10000,"Wilcoxon"
134,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,200,1,FALSE,10000,0.05,0,20260549,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.233530509528163,0.168744568407533,"t_test",0.2735,0.00445755257961137,0,0.00100000000000477,10000,"T-test"
134,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,200,1,FALSE,10000,0.05,0,20260549,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.233530509528163,0.168744568407533,"lrt",0.2455,0.00430383259432799,0,0.00799999999998136,10000,"Parametric LRT"
134,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,200,1,FALSE,10000,0.05,0,20260549,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.233530509528163,0.168744568407533,"splrt",0.2447,0.00429909188085112,0,0.249000000000251,10000,"Semi-parametric LRT"
135,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,250,1,FALSE,10000,0.05,0,20260550,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.23350579746062,0.150950995399571,"wilcoxon",0.3282,0.00469558047529802,0,0.00199999999995271,10000,"Wilcoxon"
135,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,250,1,FALSE,10000,0.05,0,20260550,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.23350579746062,0.150950995399571,"t_test",0.3375,0.00472857007984443,0,0.000999999999976353,10000,"T-test"
135,"S4",4,"S4: Concordant joint improvement","S4 Concordant joint improvement","Configuration where both components move in the same helpful direction, making one-dimensional tests more competitive.",FALSE,250,1,FALSE,10000,0.05,0,20260550,"$\\pi_1 = 0.55$, $E[Y \\mid A = 1, R = 1] = 3.15$",0.5,0.55,0.2325,0.23350579746062,0.150950995399571,"lrt",0.2938,0.00455501437977972,0,0.00600000000000023,10000,"Parametric LRT"
